user_id,char,key_code,hold_time,latency_time,flight_time,key_down_time,key_up_time,event_index,session_id,wpm
lalit,p,112,0.08797,0.34406,0.24804,90197.6152,90197.70317,19,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,s,115,0.08802,0.12808,0.04011,90197.74327,90197.8313,20,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,o,111,0.07983,0.27196,0.18393,90198.01523,90198.09506,21,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,v,118,0.07152,0.31193,0.2321,90198.32716,90198.39868,22,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,e,101,0.09598,0.14402,0.0725,90198.47118,90198.56716,23,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,r,114,0.07996,0.18408,0.0881,90198.65526,90198.73522,24,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,t,116,0.06435,0.38357,0.30361,90199.03883,90199.10318,25,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,h,104,0.10445,0.17589,0.11154,90199.21472,90199.31917,26,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,e,101,0.07995,0.13649,0.03204,90199.35121,90199.43115,27,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,l,108,0.08795,0.55201,0.47206,90199.90322,90199.99117,28,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,a,97,0.0966,0.15147,0.06352,90200.05469,90200.15129,29,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,z,122,0.09584,0.20863,0.11203,90200.26332,90200.35916,30,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,y,121,0.07204,0.19184,0.096,90200.45516,90200.5272,31,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,d,100,0.09616,0.33583,0.2638,90200.79099,90200.88715,32,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,o,111,0.07202,0.18421,0.08805,90200.9752,90201.04722,33,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
lalit,g,103,0.10397,0.25592,0.18391,90201.23112,90201.3351,34,3f2ec9f2-64c3-4c37-9af8-4714abbbab60,65.71
